,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,type_right,type_left,type
5149,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5150,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5151,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5152,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5153,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5154,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5155,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5156,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5157,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5158,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5159,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5160,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5161,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5162,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5163,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5164,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5165,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5166,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5167,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5168,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5169,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5170,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5171,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5172,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5173,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5174,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5175,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5176,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5177,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5178,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5179,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5180,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5181,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5182,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5183,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5184,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5185,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5186,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5187,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5188,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5189,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5190,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5191,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5192,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5193,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5194,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5195,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5196,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5197,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5198,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5199,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5200,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5201,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5202,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5203,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5204,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5205,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5206,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5207,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5208,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5209,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5210,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5211,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5212,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5213,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5214,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5215,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5216,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5217,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5218,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5219,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5220,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5221,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5222,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5223,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5224,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5225,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5226,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5227,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5228,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5229,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5230,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5231,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5232,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5233,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5234,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5235,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5236,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5237,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5238,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5239,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5240,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5241,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5242,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5243,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5244,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5245,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5246,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5247,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5248,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5249,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5250,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5251,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5252,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5253,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5254,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5255,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5256,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5257,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5258,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5259,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5260,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5261,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5262,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5263,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5264,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5265,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5266,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5267,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5268,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5269,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5270,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5271,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5272,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5273,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5274,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5275,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5276,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5277,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5278,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5279,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5280,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5281,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5282,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5283,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5284,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5285,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5286,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5287,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5288,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5289,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5290,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5291,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5292,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5293,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5294,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5295,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5296,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5297,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5298,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5299,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5300,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5301,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5302,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5303,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5304,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5305,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5306,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5307,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5308,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5309,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5310,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5311,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5312,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5313,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5314,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5315,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5316,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5317,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5318,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5319,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5320,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5321,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5322,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5323,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5324,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5325,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5326,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5327,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5328,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5329,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5330,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5331,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5332,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5333,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5334,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5335,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5336,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5337,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5338,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5339,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5340,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5341,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5342,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5343,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5344,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5345,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5346,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5347,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5348,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5349,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5350,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5351,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5352,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5353,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5354,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5355,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5356,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5357,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5358,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5359,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5360,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5361,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5362,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5363,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5364,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5365,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5366,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5367,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5368,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5369,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5370,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5371,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5372,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5373,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5374,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5375,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5376,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5377,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5378,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5379,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5380,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5381,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5382,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5383,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5384,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5385,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5386,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5387,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5388,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5389,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5390,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5391,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5392,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5393,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5394,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5395,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5396,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5397,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5398,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5399,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5400,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5401,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5402,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5403,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5404,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5405,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5406,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5407,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5408,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5409,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5410,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5411,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5412,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5413,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5414,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5415,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5416,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5417,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5418,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5419,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5420,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5421,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5422,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5423,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5424,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5425,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5426,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5427,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5428,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5429,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5430,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5431,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5432,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5433,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5434,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5435,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5436,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5437,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5438,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5439,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5440,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5441,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5442,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5443,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5444,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5445,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5446,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5447,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5448,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5449,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5450,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5451,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5452,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5453,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5454,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5455,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5456,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5457,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5458,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5459,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5460,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5461,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5462,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
5463,,,,,,,,,,,,,,,,,,,,,nonDRNA,nonDRNA,nonDRNA
